app_id,ai_goodness_score,match_reason,human_rating,is_false_positive
A-124042,80,SQL Skills,10,0
A-124043,49,Experience Match,3,0
A-124044,93,Experience Match,7,0
A-124045,33,Experience Match,1,0
A-124046,43,Experience Match,3,0
A-124048,88,Communication,6,0
A-124049,49,SQL Skills,4,0
A-124050,80,SQL Skills,10,0
A-124051,32,SQL Skills,5,0
A-124052,71,Experience Match,9,0
A-124053,46,Tech Stack Match,5,0
A-124054,34,Tech Stack Match,4,0
A-124055,90,Communication,8,0
A-124056,72,SQL Skills,7,0
A-124057,97,Communication,7,0
A-124058,100,Tech Stack Match,10,0
A-124060,45,Tech Stack Match,4,0
A-124062,42,Experience Match,2,0
A-124063,97,Experience Match,7,0
A-124064,90,SQL Skills,10,0
A-124065,98,Communication,10,0
A-124066,85,Tech Stack Match,9,0
A-124067,36,SQL Skills,3,0
A-124068,45,Communication,6,0
A-124069,95,Tech Stack Match,10,0
A-124070,52,SQL Skills,5,0
A-124072,55,Communication,3,0
A-124073,62,Communication,7,0
A-124074,86,Communication,6,0
A-124075,91,Tech Stack Match,9,0
A-124076,53,Communication,4,0
A-124077,55,Tech Stack Match,7,0
A-124080,85,Experience Match,6,0
A-124082,71,Communication,5,0
A-124083,78,SQL Skills,7,0
A-124084,66,Experience Match,6,0
A-124085,60,Tech Stack Match,4,0
A-124086,65,SQL Skills,8,0
A-124087,32,Communication,2,0
A-124088,30,Tech Stack Match,3,0
A-124089,78,SQL Skills,7,0
A-124090,100,Experience Match,9,0
A-124091,94,Communication,10,0
A-124093,87,Experience Match,10,0
A-124094,92,Experience Match,8,0
A-124095,55,Experience Match,7,0
A-124096,91,Tech Stack Match,9,0
A-124097,77,SQL Skills,9,0
A-124099,74,SQL Skills,5,0
A-124101,63,Experience Match,4,0
A-124102,61,SQL Skills,8,0
A-124103,43,SQL Skills,3,0
A-124104,58,SQL Skills,3,0
A-124105,100,Communication,10,0
A-124106,74,Tech Stack Match,8,0
A-124107,36,Tech Stack Match,1,0
A-124108,64,Communication,5,0
A-124109,57,Experience Match,5,0
A-124110,32,Tech Stack Match,4,0
A-124111,59,Communication,5,0
A-124112,45,Experience Match,4,0
A-124113,67,Experience Match,5,0
A-124116,58,Tech Stack Match,7,0
A-124117,66,Communication,8,0
A-124118,99,Communication,10,0
A-124120,74,SQL Skills,7,0
A-124121,96,Experience Match,10,0
A-124122,83,Communication,6,0
A-124123,97,Tech Stack Match,10,0
A-124124,39,SQL Skills,2,0
A-124125,31,SQL Skills,2,0
A-124126,84,SQL Skills,6,0
A-124127,99,SQL Skills,10,0
A-124128,55,Experience Match,7,0
A-124129,98,Experience Match,10,0
A-124130,70,Experience Match,5,0
A-124131,54,Tech Stack Match,3,0
A-124132,82,Communication,8,0
A-124133,46,Experience Match,6,0
A-124136,87,Tech Stack Match,9,0
A-124137,99,SQL Skills,8,0
A-124139,56,Tech Stack Match,5,0
A-124140,86,Tech Stack Match,6,0
A-124141,46,SQL Skills,6,0
A-124143,64,Communication,8,0
A-124144,55,SQL Skills,7,0
A-124145,61,Tech Stack Match,8,0
A-124146,34,SQL Skills,2,0
A-124147,30,Tech Stack Match,2,0
A-124148,51,SQL Skills,3,0
A-124149,65,SQL Skills,6,0
A-124150,53,Experience Match,5,0
A-124152,89,SQL Skills,8,0
A-124154,84,Experience Match,9,0
A-124156,69,Communication,5,0
A-124158,98,SQL Skills,10,0
A-124159,61,SQL Skills,5,0
A-124161,75,Experience Match,5,0
A-124162,85,Tech Stack Match,10,0
A-124164,100,Experience Match,10,0
A-124165,31,SQL Skills,4,0
A-124167,34,Tech Stack Match,5,0
A-124168,97,Tech Stack Match,9,0
A-124169,89,Experience Match,8,0
A-124170,72,Communication,5,0
A-124171,73,SQL Skills,9,0
A-124172,67,Experience Match,8,0
A-124173,76,Tech Stack Match,8,0
A-124175,63,SQL Skills,7,0
A-124176,52,Experience Match,5,0
A-124177,69,Communication,6,0
A-124179,60,Tech Stack Match,6,0
A-124180,87,Experience Match,6,0
A-124181,97,Tech Stack Match,7,0
A-124182,85,Experience Match,10,0
A-124183,56,SQL Skills,5,0
A-124185,62,Experience Match,4,0
A-124186,80,Experience Match,10,0
A-124187,30,Tech Stack Match,4,0
A-124188,94,Communication,8,0
A-124189,50,Communication,6,0
A-124190,97,Tech Stack Match,8,0
A-124191,97,Communication,10,0
A-124192,83,SQL Skills,7,0
A-124193,73,Communication,7,0
A-124194,81,Experience Match,7,0
A-124195,46,Experience Match,6,0
A-124196,41,Communication,6,0
A-124197,79,Tech Stack Match,7,0
A-124199,100,Communication,8,0
A-124200,73,Communication,9,0
A-124201,78,Communication,8,0
A-124202,42,Experience Match,4,0
A-124204,55,Tech Stack Match,6,0
A-124205,37,Tech Stack Match,2,0
A-124206,37,Communication,2,0
A-124208,100,Experience Match,8,0
A-124209,35,Tech Stack Match,1,0
A-124210,30,Tech Stack Match,1,0
A-124212,89,Experience Match,7,0
A-124213,45,Experience Match,2,0
A-124214,61,Tech Stack Match,6,0
A-124215,54,Communication,3,0
A-124216,99,SQL Skills,8,0
A-124217,97,Tech Stack Match,9,0
A-124219,50,Communication,3,0
A-124220,50,SQL Skills,7,0
A-124223,80,Communication,7,0
A-124224,81,SQL Skills,9,0
A-124225,87,Communication,9,0
A-124226,45,SQL Skills,5,0
A-124228,52,Tech Stack Match,4,0
A-124229,67,Tech Stack Match,8,0
A-124230,33,SQL Skills,4,0
A-124231,67,Communication,6,0
A-124232,33,Experience Match,3,0
A-124233,41,Tech Stack Match,3,0
A-124234,33,Communication,3,0
A-124235,99,Experience Match,10,0
A-124236,90,SQL Skills,9,0
A-124237,65,Experience Match,8,0
A-124239,61,Tech Stack Match,8,0
A-124240,64,Experience Match,4,0
A-124241,79,Experience Match,9,0
A-124242,85,Experience Match,7,0
A-124243,85,Communication,8,0
A-124245,33,Communication,5,0
A-124246,75,Experience Match,7,0
A-124247,78,Experience Match,8,0
A-124248,100,SQL Skills,10,0
A-124249,81,Experience Match,9,0
A-124250,97,SQL Skills,10,0
A-124251,80,Experience Match,9,0
A-124252,61,Communication,6,0
A-124253,45,Communication,5,0
A-124254,64,SQL Skills,4,0
A-124256,94,SQL Skills,7,0
A-124258,92,SQL Skills,7,0
A-124260,66,Experience Match,6,0
A-124261,71,SQL Skills,7,0
A-124262,77,SQL Skills,9,0
A-124263,99,Communication,7,0
A-124264,55,Experience Match,7,0
A-124265,37,Tech Stack Match,1,0
A-124267,56,Experience Match,6,0
A-124268,30,Experience Match,1,0
A-124270,53,SQL Skills,4,0
A-124271,35,SQL Skills,1,0
A-124272,58,Experience Match,6,0
A-124273,33,Tech Stack Match,1,0
A-124274,32,Tech Stack Match,4,0
A-124275,98,Experience Match,10,0
A-124277,81,Tech Stack Match,7,0
A-124279,32,Experience Match,4,0
A-124280,57,Experience Match,6,0
A-124281,59,Tech Stack Match,5,0
A-124282,57,Communication,4,0
A-124283,57,SQL Skills,5,0
A-124284,94,Experience Match,8,0
A-124285,99,Tech Stack Match,9,0
A-124286,63,Experience Match,5,0
A-124287,64,Experience Match,7,0
A-124288,41,Communication,5,0
A-124291,41,Experience Match,2,0
A-124292,88,Communication,9,0
A-124293,55,Experience Match,6,0
A-124294,55,Communication,4,0
A-124295,39,Experience Match,3,0
A-124296,72,Communication,8,0
A-124298,48,Communication,6,0
A-124299,55,SQL Skills,4,0
A-124300,31,Tech Stack Match,4,0
A-124301,54,Experience Match,3,0
A-124302,72,SQL Skills,8,0
A-124304,83,Experience Match,8,0
A-124305,71,Communication,8,0
A-124306,96,SQL Skills,10,0
A-124307,54,Communication,3,0
A-124308,81,Experience Match,6,0
A-124309,76,Tech Stack Match,8,0
A-124310,33,SQL Skills,4,0
A-124311,40,SQL Skills,6,0
A-124312,60,Communication,5,0
A-124314,91,Communication,10,0
A-124315,46,SQL Skills,5,0
A-124316,51,Tech Stack Match,4,0
A-124317,79,SQL Skills,7,0
A-124318,42,Communication,6,0
A-124320,31,SQL Skills,1,0
A-124321,47,Experience Match,6,0
A-124322,80,Tech Stack Match,7,0
A-124323,63,Communication,5,0
A-124324,37,SQL Skills,1,0
A-124325,63,Communication,6,0
A-124326,46,SQL Skills,6,0
A-124327,86,Tech Stack Match,10,0
A-124328,83,Communication,10,0
A-124330,99,SQL Skills,10,0
A-124331,38,Communication,5,0
A-124332,60,Experience Match,6,0
A-124335,72,SQL Skills,5,0
A-124336,75,Tech Stack Match,8,0
A-124337,38,Experience Match,3,0
A-124339,45,Experience Match,6,0
A-124340,97,Tech Stack Match,10,0
A-124341,75,SQL Skills,9,0
A-124342,90,Experience Match,9,0
A-124343,55,SQL Skills,4,0
A-124344,53,Tech Stack Match,4,0
A-124345,70,SQL Skills,7,0
A-124346,93,Tech Stack Match,10,0
A-124347,87,Experience Match,8,0
A-124349,74,SQL Skills,9,0
A-124351,33,Communication,1,0
A-124353,96,Tech Stack Match,9,0
A-124354,87,SQL Skills,7,0
A-124355,55,SQL Skills,3,0
A-124357,74,SQL Skills,6,0
A-124358,99,Tech Stack Match,7,0
A-124359,80,Tech Stack Match,7,0
A-124360,59,SQL Skills,5,0
A-124361,63,SQL Skills,7,0
A-124362,58,Experience Match,3,0
A-124363,60,SQL Skills,5,0
A-124364,64,SQL Skills,7,0
A-124365,86,Tech Stack Match,6,0
A-124366,55,SQL Skills,7,0
A-124368,94,SQL Skills,10,0
A-124369,50,Tech Stack Match,4,0
A-124372,89,Communication,6,0
A-124373,100,Communication,10,0
A-124374,82,Experience Match,7,0
A-124375,55,Experience Match,7,0
A-124376,40,Communication,6,0
A-124377,46,Communication,3,0
A-124378,85,Tech Stack Match,8,0
A-124379,98,Experience Match,7,0
A-124380,88,Experience Match,10,0
A-124381,70,Tech Stack Match,5,0
A-124383,57,SQL Skills,4,0
A-124385,47,SQL Skills,4,0
A-124386,86,Communication,8,0
A-124387,67,Communication,7,0
A-124388,93,SQL Skills,10,0
A-124389,58,Tech Stack Match,7,0
A-124390,67,Experience Match,4,0
A-124391,70,Communication,7,0
A-124392,78,SQL Skills,6,0
A-124393,100,Tech Stack Match,10,0
A-124394,90,Experience Match,9,0
A-124395,92,Communication,8,0
A-124396,74,Communication,8,0
A-124397,78,Tech Stack Match,7,0
A-124398,66,SQL Skills,4,0
A-124399,63,Communication,8,0
A-124400,88,Communication,6,0
A-124401,97,Tech Stack Match,8,0
A-124402,67,Tech Stack Match,7,0
A-124403,96,Communication,10,0
A-124404,68,Communication,6,0
A-124405,61,Communication,6,0
A-124406,52,Communication,7,0
A-124407,65,Communication,8,0
A-124408,90,SQL Skills,10,0
A-124409,72,Communication,8,0
A-124410,38,Experience Match,5,0
A-124411,54,Experience Match,5,0
A-124412,64,Experience Match,4,0
A-124413,57,SQL Skills,5,0
A-124414,66,Experience Match,8,0
A-124415,100,SQL Skills,10,0
A-124416,55,Tech Stack Match,4,0
A-124417,71,Tech Stack Match,9,0
A-124418,65,Tech Stack Match,7,0
A-124419,78,SQL Skills,5,0
A-124420,45,SQL Skills,6,0
A-124421,91,Communication,10,0
A-124422,89,Tech Stack Match,9,0
A-124423,91,Communication,9,0
A-124425,61,Tech Stack Match,6,0
A-124426,68,Experience Match,7,0
A-124427,68,Experience Match,5,0
A-124428,44,SQL Skills,2,0
A-124429,33,Communication,1,0
A-124431,46,Communication,6,0
A-124432,40,Tech Stack Match,4,0
A-124433,38,Communication,1,0
A-124434,74,Experience Match,9,0
A-124436,66,SQL Skills,5,0
A-124437,64,SQL Skills,6,0
A-124439,52,SQL Skills,5,0
A-124440,54,Tech Stack Match,5,0
A-124441,60,Communication,6,0
A-124443,100,SQL Skills,10,0
A-124444,54,Tech Stack Match,7,0
A-124445,57,Communication,7,0
A-124446,50,Tech Stack Match,5,0
A-124447,61,Tech Stack Match,8,0
A-124448,75,Communication,5,0
A-124449,43,Tech Stack Match,5,0
A-124450,76,Experience Match,6,0
A-124451,48,SQL Skills,2,0
A-124452,89,Tech Stack Match,9,0
A-124453,71,Communication,5,0
A-124454,68,SQL Skills,8,0
A-124455,49,SQL Skills,4,0
A-124456,69,SQL Skills,4,0
A-124457,100,SQL Skills,9,0
A-124458,100,Communication,10,0
A-124459,50,Experience Match,5,0
A-124460,79,Tech Stack Match,9,0
A-124461,75,Tech Stack Match,9,0
A-124462,80,Communication,10,0
A-124463,85,Tech Stack Match,9,0
A-124464,94,Tech Stack Match,7,0
A-124465,35,Communication,2,0
A-124466,78,Experience Match,7,0
A-124467,43,Communication,3,0
A-124468,90,Tech Stack Match,8,0
A-124469,74,SQL Skills,6,0
A-124470,53,Tech Stack Match,3,0
A-124471,54,SQL Skills,7,0
A-124472,58,Experience Match,6,0
A-124473,68,SQL Skills,7,0
A-124474,35,Tech Stack Match,4,0
A-124476,88,Communication,8,0
A-124477,71,Tech Stack Match,5,0
A-124478,69,SQL Skills,6,0
A-124479,100,Experience Match,8,0
A-124480,73,Tech Stack Match,5,0
A-124481,91,Experience Match,8,0
A-124482,55,Experience Match,4,0
A-124483,56,Tech Stack Match,6,0
A-124484,84,Communication,10,0
A-124485,58,Communication,6,0
A-124486,98,Tech Stack Match,10,0
A-124487,58,Tech Stack Match,4,0
A-124488,75,Tech Stack Match,7,0
A-124489,65,Communication,8,0
A-124490,97,SQL Skills,7,0
A-124492,63,Communication,8,0
A-124493,72,SQL Skills,5,0
A-124494,72,Communication,5,0
A-124497,33,Communication,1,0
A-124499,92,SQL Skills,7,0
A-124500,38,Communication,3,0
A-124501,92,Communication,10,0
A-124502,46,Experience Match,6,0
A-124503,73,SQL Skills,6,0
A-124504,91,Tech Stack Match,10,0
A-124505,69,SQL Skills,7,0
A-124507,65,Tech Stack Match,5,0
A-124508,94,Experience Match,7,0
A-124510,99,Experience Match,10,0
A-124511,62,SQL Skills,6,0
A-124512,40,Communication,6,0
A-124513,92,SQL Skills,8,0
A-124514,98,SQL Skills,10,0
A-124515,37,Experience Match,5,0
A-124516,97,Communication,10,0
A-124517,98,SQL Skills,10,0
A-124518,99,Experience Match,7,0
A-124519,38,Tech Stack Match,4,0
A-124523,94,Communication,8,0
A-124524,96,SQL Skills,10,0
A-124525,62,SQL Skills,4,0
A-124526,64,SQL Skills,4,0
A-124527,50,Communication,7,0
A-124529,65,Experience Match,4,0
A-124530,33,Experience Match,3,0
A-124534,83,SQL Skills,9,0
A-124535,43,Tech Stack Match,4,0
A-124536,92,SQL Skills,8,0
A-124538,87,Communication,7,0
A-124539,70,SQL Skills,8,0
A-124540,79,Experience Match,9,0
A-124541,31,Experience Match,1,0
A-124542,56,Experience Match,5,0
A-124543,61,Communication,4,0
A-124544,100,SQL Skills,10,0
A-124545,87,Experience Match,8,0
A-124546,91,Experience Match,8,0
A-124547,58,Experience Match,6,0
A-124548,52,Experience Match,6,0
A-124549,72,SQL Skills,6,0
A-124551,39,Tech Stack Match,2,0
A-124554,81,SQL Skills,7,0
A-124555,85,SQL Skills,10,0
A-124556,84,SQL Skills,6,0
A-124557,99,Tech Stack Match,9,0
A-124560,95,Tech Stack Match,9,0
A-124561,100,Experience Match,8,0
A-124563,82,SQL Skills,9,0
A-124564,60,Tech Stack Match,5,0
A-124565,69,SQL Skills,6,0
A-124566,78,SQL Skills,5,0
A-124567,56,Tech Stack Match,6,0
A-124568,32,Tech Stack Match,4,0
A-124569,94,Experience Match,7,0
A-124570,96,Communication,10,0
A-124571,66,Communication,5,0
A-124572,63,SQL Skills,8,0
A-124573,64,Experience Match,7,0
A-124574,71,Tech Stack Match,9,0
A-124576,82,SQL Skills,7,0
A-124577,45,Communication,2,0
A-124578,84,Experience Match,10,0
A-124580,90,Communication,10,0
A-124582,51,Communication,4,0
A-124583,72,SQL Skills,5,0
A-124585,67,Experience Match,4,0
A-124586,57,Tech Stack Match,4,0
A-124587,61,Experience Match,5,0
A-124588,67,Experience Match,6,0
A-124589,54,Communication,3,0
A-124590,76,SQL Skills,5,0
A-124591,44,Experience Match,5,0
A-124594,85,Communication,7,0
A-124595,85,Communication,10,0
A-124596,78,Experience Match,8,0
A-124598,79,SQL Skills,7,0
A-124600,66,Experience Match,5,0
A-124601,96,SQL Skills,9,0
A-124602,69,Experience Match,8,0
A-124603,62,Tech Stack Match,7,0
A-124604,64,SQL Skills,4,0
A-124605,96,Experience Match,10,0
A-124606,90,Experience Match,7,0
A-124607,82,Tech Stack Match,7,0
A-124608,59,Tech Stack Match,6,0
A-124609,81,Experience Match,9,0
A-124610,64,SQL Skills,6,0
A-124611,76,Communication,6,0
A-124612,56,SQL Skills,6,0
A-124614,100,Tech Stack Match,10,0
A-124615,68,Experience Match,6,0
A-124616,54,SQL Skills,6,0
A-124618,57,Communication,6,0
A-124619,70,Communication,5,0
A-124620,60,Tech Stack Match,7,0
A-124621,73,Experience Match,5,0
A-124622,88,SQL Skills,9,0
A-124623,34,Tech Stack Match,1,0
A-124624,66,SQL Skills,5,0
A-124625,71,Experience Match,8,0
A-124627,95,SQL Skills,9,0
A-124628,77,Tech Stack Match,5,0
A-124629,81,SQL Skills,9,0
A-124630,65,Experience Match,4,0
A-124631,56,Tech Stack Match,3,0
A-124632,96,Experience Match,7,0
A-124633,58,Communication,5,0
A-124635,81,Communication,10,0
A-124636,66,SQL Skills,8,0
A-124637,45,Experience Match,5,0
A-124638,55,Tech Stack Match,7,0
A-124639,70,Communication,7,0
A-124640,89,Experience Match,7,0
A-124643,45,Communication,3,0
A-124644,98,SQL Skills,9,0
A-124645,63,Experience Match,6,0
A-124646,30,SQL Skills,1,0
A-124647,54,Experience Match,5,0
A-124648,87,Tech Stack Match,7,0
A-124649,80,Experience Match,9,0
A-124652,95,Experience Match,10,0
A-124653,35,SQL Skills,2,0
A-124654,77,SQL Skills,7,0
A-124656,46,SQL Skills,2,0
A-124658,79,SQL Skills,5,0
A-124659,47,Experience Match,5,0
A-124660,66,Experience Match,8,0
A-124661,74,SQL Skills,6,0
A-124663,57,Tech Stack Match,5,0
A-124669,30,Experience Match,2,0
A-124670,84,Experience Match,10,0
A-124671,96,Tech Stack Match,9,0
A-124672,95,Experience Match,10,0
A-124673,95,Tech Stack Match,8,0
A-124674,83,Communication,7,0
A-124675,50,Communication,3,0
A-124676,93,Communication,10,0
A-124677,70,SQL Skills,6,0
A-124678,95,Experience Match,7,0
A-124680,61,Tech Stack Match,8,0
A-124681,40,Tech Stack Match,5,0
A-124682,52,Tech Stack Match,5,0
A-124683,87,Experience Match,10,0
A-124686,84,Experience Match,6,0
A-124688,98,Communication,10,0
A-124689,43,Communication,4,0
A-124690,52,Communication,3,0
A-124691,54,Communication,7,0
A-124692,56,Communication,5,0
A-124693,68,Communication,7,0
A-124694,78,Experience Match,8,0
A-124695,100,Tech Stack Match,10,0
A-124697,94,Tech Stack Match,8,0
A-124698,90,Experience Match,10,0
A-124699,55,Communication,5,0
A-124700,60,SQL Skills,7,0
A-124701,53,Communication,5,0
A-124702,96,Communication,10,0
A-124704,57,Tech Stack Match,5,0
A-124705,54,Experience Match,6,0
A-124706,95,Experience Match,7,0
A-124707,72,SQL Skills,7,0
A-124708,30,Tech Stack Match,1,0
A-124709,74,Communication,9,0
A-124711,91,Communication,10,0
A-124712,31,Communication,4,0
A-124713,37,SQL Skills,2,0
A-124715,71,Communication,7,0
A-124716,94,SQL Skills,7,0
A-124717,54,Tech Stack Match,3,0
A-124718,57,Tech Stack Match,4,0
A-124719,65,Experience Match,7,0
A-124720,96,Tech Stack Match,9,0
A-124721,57,Tech Stack Match,4,0
A-124722,36,Experience Match,4,0
A-124724,100,SQL Skills,8,0
A-124725,39,Tech Stack Match,4,0
A-124727,71,Experience Match,7,0
A-124728,52,SQL Skills,4,0
A-124729,85,Tech Stack Match,7,0
A-124730,92,Communication,10,0
A-124731,79,Tech Stack Match,5,0
A-124732,99,Communication,8,0
A-124733,79,Tech Stack Match,9,0
A-124734,57,Experience Match,7,0
A-124735,82,SQL Skills,9,0
A-124736,86,Communication,9,0
A-124737,76,SQL Skills,8,0
A-124740,93,SQL Skills,8,0
A-124741,84,Tech Stack Match,10,0
A-124743,94,Communication,10,0
A-124744,52,Experience Match,6,0
A-124745,44,Communication,3,0
A-124746,76,SQL Skills,7,0
A-124747,51,Tech Stack Match,4,0
A-124749,52,Communication,4,0
A-124750,43,SQL Skills,2,0
A-124751,88,SQL Skills,6,0
A-124752,34,Communication,5,0
A-124753,76,Experience Match,8,0
A-124754,80,SQL Skills,10,0
A-124755,76,Communication,8,0
A-124756,95,SQL Skills,7,0
A-124757,88,Experience Match,7,0
A-124758,56,SQL Skills,5,0
A-124759,95,Communication,9,0
A-124760,84,SQL Skills,7,0
A-124761,91,Communication,9,0
A-124763,52,SQL Skills,7,0
A-124766,85,SQL Skills,8,0
A-124767,95,SQL Skills,8,0
A-124768,61,Communication,5,0
A-124769,46,SQL Skills,4,0
A-124770,90,Experience Match,9,0
A-124771,67,Communication,8,0
A-124774,100,Tech Stack Match,10,0
A-124775,78,Experience Match,9,0
A-124776,81,Experience Match,6,0
A-124777,93,SQL Skills,10,0
A-124779,31,Experience Match,3,0
A-124780,55,Experience Match,5,0
A-124781,78,SQL Skills,9,0
A-124783,59,Communication,7,0
A-124784,47,SQL Skills,6,0
A-124785,44,SQL Skills,2,0
A-124786,91,Communication,7,0
A-124787,71,Experience Match,8,0
A-124788,51,SQL Skills,5,0
A-124790,91,Communication,9,0
A-124791,74,SQL Skills,5,0
A-124793,72,Communication,6,0
A-124794,57,SQL Skills,7,0
A-124795,75,Communication,5,0
A-124796,49,Experience Match,5,0
A-124798,59,Tech Stack Match,7,0
A-124799,68,Experience Match,7,0
A-124800,73,Experience Match,9,0
A-124801,36,Experience Match,5,0
A-124802,90,SQL Skills,8,0
A-124803,40,Communication,4,0
A-124804,91,Communication,10,0
A-124805,56,Communication,5,0
A-124806,30,Experience Match,1,0
A-124807,83,Experience Match,9,0
A-124808,92,Experience Match,7,0
A-124809,68,SQL Skills,8,0
A-124810,78,SQL Skills,9,0
A-124811,96,Experience Match,10,0
A-124812,32,Communication,5,0
A-124813,48,Tech Stack Match,6,0
A-124814,32,Tech Stack Match,5,0
A-124815,48,Tech Stack Match,6,0
A-124817,92,Communication,8,0
A-124818,60,Communication,4,0
A-124820,52,Experience Match,6,0
A-124821,88,SQL Skills,9,0
A-124822,50,SQL Skills,4,0
A-124823,59,SQL Skills,3,0
A-124824,65,SQL Skills,6,0
A-124826,44,Experience Match,6,0
A-124827,36,Experience Match,2,0
A-124828,32,Tech Stack Match,5,0
A-124829,93,Tech Stack Match,10,0
A-124830,75,Tech Stack Match,7,0
A-124831,87,SQL Skills,8,0
A-124832,90,Tech Stack Match,9,0
A-124833,39,Experience Match,5,0
A-124834,84,Tech Stack Match,10,0
A-124835,30,Tech Stack Match,3,0
A-124836,38,Experience Match,4,0
A-124837,98,Communication,10,0
A-124838,68,Communication,8,0
A-124839,66,Tech Stack Match,6,0
A-124841,54,Communication,3,0
A-124842,87,Communication,6,0
A-124843,38,Communication,5,0
A-124844,94,Tech Stack Match,10,0
A-124846,51,SQL Skills,7,0
A-124848,87,SQL Skills,8,0
A-124849,91,Tech Stack Match,9,0
A-124850,51,Experience Match,4,0
A-124852,51,Experience Match,6,0
A-124853,59,Experience Match,3,0
A-124854,67,Communication,7,0
A-124855,66,Communication,8,0
A-124856,43,SQL Skills,4,0
A-124857,77,SQL Skills,9,0
A-124859,42,Communication,3,0
A-124860,99,Communication,7,0
A-124861,44,SQL Skills,4,0
A-124862,59,SQL Skills,3,0
A-124863,36,SQL Skills,3,0
A-124864,40,Communication,3,0
A-124865,37,SQL Skills,1,0
A-124866,100,SQL Skills,10,0
A-124867,51,Communication,3,0
A-124868,50,Communication,4,0
A-124869,39,Tech Stack Match,2,0
A-124870,32,Tech Stack Match,1,0
A-124872,94,Experience Match,7,0
A-124873,33,Experience Match,2,0
A-124874,72,Experience Match,7,0
A-124876,89,Communication,10,0
A-124877,93,Communication,7,0
A-124878,77,SQL Skills,8,0
A-124879,41,Communication,4,0
A-124881,64,Experience Match,4,0
A-124882,53,Tech Stack Match,4,0
A-124883,83,SQL Skills,10,0
A-124884,58,SQL Skills,3,0
A-124885,69,SQL Skills,7,0
A-124889,54,Tech Stack Match,7,0
A-124890,69,SQL Skills,7,0
A-124891,57,SQL Skills,7,0
A-124892,64,SQL Skills,8,0
A-124893,59,SQL Skills,3,0
A-124894,79,SQL Skills,9,0
A-124895,93,SQL Skills,10,0
A-124897,72,Experience Match,8,0
A-124898,40,Experience Match,5,0
A-124899,66,Tech Stack Match,6,0
A-124900,36,SQL Skills,5,0
A-124902,94,SQL Skills,7,0
A-124903,34,Tech Stack Match,1,0
A-124904,48,SQL Skills,6,0
A-124905,45,Tech Stack Match,3,0
A-124906,31,Communication,4,0
A-124908,97,Tech Stack Match,9,0
A-124909,85,Communication,6,0
A-124910,90,Tech Stack Match,8,0
A-124911,100,Tech Stack Match,9,0
A-124912,95,Experience Match,10,0
A-124914,65,Communication,6,0
A-124915,67,Experience Match,7,0
A-124916,97,Experience Match,8,0
A-124917,79,Experience Match,9,0
A-124918,92,SQL Skills,10,0
A-124919,97,Communication,9,0
A-124920,81,SQL Skills,6,0
A-124921,72,Communication,7,0
A-124922,92,Experience Match,7,0
A-124923,95,Experience Match,7,0
A-124924,86,Communication,8,0
A-124925,96,SQL Skills,7,0
A-124926,51,Communication,7,0
A-124927,49,SQL Skills,6,0
A-124928,80,Tech Stack Match,7,0
A-124929,76,Experience Match,5,0
A-124930,74,Experience Match,8,0
A-124931,41,Experience Match,6,0
A-124932,82,Tech Stack Match,8,0
A-124933,89,SQL Skills,8,0
A-124934,96,Tech Stack Match,10,0
A-124935,78,Communication,5,0
A-124936,40,Experience Match,4,0
A-124938,73,Experience Match,8,0
A-124939,84,Communication,7,0
A-124940,56,Tech Stack Match,6,0
A-124941,69,Communication,5,0
A-124942,89,Tech Stack Match,7,0
A-124943,59,Communication,6,0
A-124944,46,SQL Skills,2,0
A-124945,34,SQL Skills,2,0
A-124946,97,Communication,10,0
A-124947,95,Tech Stack Match,7,0
A-124948,100,Experience Match,10,0
A-124949,58,Tech Stack Match,6,0
A-124950,48,Communication,3,0
A-124951,77,Experience Match,5,0
A-124953,80,Communication,7,0
A-124954,99,Tech Stack Match,8,0
A-124955,93,Tech Stack Match,7,0
A-124957,64,Experience Match,7,0
A-124958,57,Tech Stack Match,7,0
A-124960,56,Experience Match,7,0
A-124961,79,SQL Skills,5,0
A-124962,64,Experience Match,6,0
A-124963,98,Experience Match,9,0
A-124966,49,Tech Stack Match,4,0
A-124967,89,Experience Match,6,0
A-124968,34,Communication,3,0
A-124969,81,SQL Skills,8,0
A-124970,62,SQL Skills,5,0
A-124971,61,Experience Match,5,0
A-124972,80,Communication,7,0
A-124973,68,Experience Match,5,0
A-124974,83,Communication,10,0
A-124975,34,Experience Match,4,0
A-124977,35,SQL Skills,2,0
A-124980,94,Tech Stack Match,10,0
A-124981,42,Communication,5,0
A-124982,72,Communication,8,0
A-124984,63,SQL Skills,8,0
A-124985,57,SQL Skills,6,0
A-124986,69,SQL Skills,4,0
A-124987,61,Communication,7,0
A-124988,54,Experience Match,6,0
A-124989,51,Tech Stack Match,7,0
A-124991,74,SQL Skills,7,0
A-124994,37,Tech Stack Match,2,0
A-124995,86,Experience Match,7,0
A-124996,45,Tech Stack Match,4,0
A-124997,56,Experience Match,5,0
A-124998,87,Communication,7,0
A-124999,33,Tech Stack Match,3,0
A-125001,91,SQL Skills,10,0
A-125002,94,Communication,10,0
A-125003,66,Experience Match,4,0
A-125004,60,Experience Match,5,0
A-125005,94,Tech Stack Match,9,0
A-125006,53,Communication,3,0
A-125007,33,Tech Stack Match,4,0
A-125008,44,Experience Match,5,0
A-125009,52,Tech Stack Match,3,0
A-125010,62,Tech Stack Match,5,0
